candidate_id,resume_file_name,candidate_name,primary_domain,primary_role,years_experience,highest_education,education_field,institution_tier,technical_skills_raw,tools_platforms_raw,soft_skills_raw,experience_summary,project_summary,key_achievements,management_experience_flag,people_management_flag,project_management_experience_flag,agile_scrum_experience_flag,client_facing_experience_flag,delivery_lead_experience_flag,cloud_experience_flag,ml_experience_flag,compliance_experience_flag,enterprise_systems_experience_flag,offshore_onsite_model_experience_flag,multi_vendor_coordination_flag,process_compliance_experience_flag,documentation_heavy_role_flag,mentoring_experience_flag,stakeholder_management_experience_flag,resume_length_words,keyword_density_score,profile_completeness_score
CND_104503,HR_candidate_4503.pdf,Candidate_4503,HR,HR Business Partner,3,,Human Resources,Tier-2,"Employee Engagement, Recruitment, HR Analytics, Payroll","AWS, Jira","Problem Solving, Teamwork","3+ years of experience in hr roles, working across multiple projects from requirements analysis to deployment and post-production support.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Improved process efficiency by 35% and helped reduce incidents or defects through better practices.,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,60,0.4,0.78
CND_104504,profile_4504.pdf,Candidate_4504,IT,Junior Software Engineer,1,Masters,Information Technology,Tier-1,"Git, Python, AWS, Docker","AWS, Jira","Teamwork, Leadership","1+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.","Contributed to 35% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,56,0.35,0.64
CND_104505,profile_4505.pdf,Candidate_4505,IT,Software Engineer,5,Masters,Information Technology,Tier-3,"AWS, Python, Linux, Git","GCP, ServiceNow","Leadership, Communication","Hands-on it professional with 5+ years of end-to-end delivery experience spanning design, development, testing and release.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.","Contributed to 33% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,55,0.87,0.68
CND_104506,CloudEngineer_4506.pdf,Candidate_4506,IT,Cloud Engineer,8,Masters,Information Technology,Tier-2,"Python, Git, SQL, Linux","Confluence, AWS","Communication, Client Handling","Over 8 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Supported initiatives that increased team productivity by 15% and reduced rework or delays.,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,53,0.8,0.92
CND_104507,profile_4507.pdf,Candidate_4507,IT,Senior Software Engineer,20,Masters,Information Technology,Tier-1,"Docker, Pythno, Kubernetse, Java","Confluence, GCP","Client Handling, Problem Solving","20+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Improved process efficiency by 45% and helped reduce incidents or defects through better practices.,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,59,0.29,0.58
CND_104508,HR_candidate_4508.pdf,Candidate_4508,HR,Talent Acquisition Specialist,10,Bachelors,Psychology,Tier-2,"Employee Engagement, HR Analytics, Payroll, HRMS","Azure, ServiceNow","Problem Solving, Teamwork","Hands-on hr professional with 10+ years of end-to-end delivery experience spanning design, development, testing and release.","Worked on multiple hr initiatives including migrations, enhancements and greenfield builds.","Contributed to 20% improvement in key KPIs such as throughput, response time or customer satisfaction.",1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,53,0.84,0.62
CND_104509,resume_4509_Junior_Data_Scientist.pdf,Candidate_4509,Data Science,Junior Data Scientist,4,Masters,Mathematics,Tier-3,"NLP, Pandas, Machine Learning, TensorFlow","GCP, Confluence","Teamwork, Client Handling","4+ years of experience in data science roles, working across multiple projects from requirements analysis to deployment and post-production support.","Worked on multiple data science initiatives including migrations, enhancements and greenfield builds.","Contributed to 26% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,57,0.39,0.83
CND_104510,HR_candidate_4510.pdf,Candidate_4510,HR,HR Manager,14,Masters,Human Resources,Tier-2,"HR Analytics, Employee Engagement, Payroll, Recruitment","ServiceNow, AWS","Teamwork, Leadership","14+ years of experience in hr roles, working across multiple projects from requirements analysis to deployment and post-production support.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Improved process efficiency by 40% and helped reduce incidents or defects through better practices.,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,59,0.83,0.75
CND_104511,FullStackDeveloper_4511.pdf,Candidate_4511,IT,Full Stack Developer,6,MBA,Information Technology,Tier-2,"Kubernetes, Git, Linxu, Docker","AWS, ServiceNow","Problem Solving, Client Handling","Hands-on it professional with 6+ years of end-to-end delivery experience spanning design, development, testing and release.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Improved process efficiency by 28% and helped reduce incidents or defects through better practices.,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,54,0.75,0.86
CND_104512,resume_4512_Cloud_Engineer.pdf,Candidate_4512,IT,Cloud Engineer,8,LLM,Information Technology,Tier-1,"Python, Liunx, Docker, SQL","GCP, ServiceNow","Client Handling, Problem Solving","Over 8 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Supported initiatives that increased team productivity by 26% and reduced rework or delays.,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,56,0.88,0.7
CND_104513,profile_4513.pdf,Candidate_4513,IT,Cloud Engineer,7,MBA,Computer Science,Tier-3,"SQL, Linux, Docker, AWS","Jira, ServiceNow","Leadership, Problem Solving","7+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.","Contributed to 29% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,57,0.27,0.83
CND_104514,TalentAcquisitionSpecialist_4514.pdf,Candidate_4514,HR,Talent Acquisition Specialist,8,MBA,Human Resources,Tier-1,"Recruitment, HR Analytics, Payroll, Employee Engagement","Azure, Confluence","Problem Solving, Leadership","Hands-on hr professional with 8+ years of end-to-end delivery experience spanning design, development, testing and release.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Improved process efficiency by 39% and helped reduce incidents or defects through better practices.,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,57,0.48,0.75
CND_104515,profile_4515.pdf,Candidate_4515,Data Science,Junior Data Scientist,3,LLM,Mathematics,Tier-2,"Machine Learning, TensorFlow, NLP, SQL","Azure, AWS","Leadership, Teamwork","Over 3 years delivering solutions in data science, collaborating with cross-functional teams and stakeholders to meet business goals.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Improved process efficiency by 42% and helped reduce incidents or defects through better practices.,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,57,0.61,0.9
CND_104516,resume_4516_Junior_Software_Engineer.pdf,Candidate_4516,IT,Junior Software Engineer,2,LLM,Computer Science,Tier-1,"Kubernetes, Python, SQL, Java","Jira, Azure","Communication, Problem Solving","Over 2 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.",Supported initiatives that increased team productivity by 20% and reduced rework or delays.,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,50,0.33,0.93
CND_104517,FullStackDeveloper_4517.pdf,Candidate_4517,IT,Full Stack Developer,10,LLM,,Tier-3,"AWS, Java, Python, SQL","Confluence, AWS","Leadership, Communication","Hands-on it professional with 10+ years of end-to-end delivery experience spanning design, development, testing and release.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Improved process efficiency by 45% and helped reduce incidents or defects through better practices.,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,52,0.51,0.69
CND_104518,resume_4518_Cloud_Engineer.pdf,Candidate_4518,IT,Cloud Engineer,4,LLM,Computer Science,Tier-3,"Linux, Kubernetes, Docker, Python","ServiceNow, Jira","Client Handling, Leadership","Over 4 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.","Contributed to 35% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,57,0.89,0.55
CND_104519,profile_4519.pdf,Candidate_4519,IT,Software Engineer,7,LLM,Computer Science,Tier-3,"Python, SQL, AWS, Java","GCP, Azure","Problem Solving, Leadership","7+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.","Contributed to 43% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,59,0.61,0.84
CND_104520,profile_4520.pdf,Candidate_4520,IT,Full Stack Developer,10,Masters,Computer Science,Tier-1,"AWS, Python, Git, Linux","Jira, Azure","Teamwork, Leadership","Over 10 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.","Contributed to 36% improvement in key KPIs such as throughput, response time or customer satisfaction.",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,56,0.26,0.59
CND_104521,JuniorSoftwareEngineer_4521.pdf,Candidate_4521,IT,Junior Software Engineer,3,LLM,Computer Science,Tier-2,"Linux, Python, SQL, AWS","GCP, Confluence","Communication, Leadership","Hands-on it professional with 3+ years of end-to-end delivery experience spanning design, development, testing and release.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.","Contributed to 11% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,50,0.59,0.66
CND_104522,IT_candidate_4522.pdf,Candidate_4522,IT,Full Stack Developer,7,LLM,Information Technology,Tier-1,"AWS, SQL, Docker, Git","Azure, ServiceNow","Teamwork, Problem Solving","7+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Supported initiatives that increased team productivity by 42% and reduced rework or delays.,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,55,0.46,0.75
CND_104523,resume_4523_Senior_Software_Engineer.pdf,Candidate_4523,IT,Senior Software Engineer,19,Bachelors,Computer Science,Tier-2,"Linux, SQL, Python, AWS","ServiceNow, Azure","Client Handling, Communication","Over 19 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Supported initiatives that increased team productivity by 12% and reduced rework or delays.,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,55,0.29,0.74
CND_104524,profile_4524.pdf,Candidate_4524,Data Science,Data Scientist,10,Bachelors,Data Science,Tier-2,"Pandas, Python, NLP, TensorFlow","AWS, Confluence","Client Handling, Teamwork","Hands-on data science professional with 10+ years of end-to-end delivery experience spanning design, development, testing and release.","Led implementation of data science projects for enterprise clients, focusing on scalability, stability and performance.",Improved process efficiency by 16% and helped reduce incidents or defects through better practices.,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,55,0.69,0.85
CND_104525,resume_4525_Data_Scientist.pdf,Candidate_4525,Data Science,Data Scientist,9,LLM,Statistics,Tier-1,"Pandas, NLP, Python, TensorFlow","ServiceNow, Confluence","Problem Solving, Teamwork","Over 9 years delivering solutions in data science, collaborating with cross-functional teams and stakeholders to meet business goals.","Led implementation of data science projects for enterprise clients, focusing on scalability, stability and performance.","Contributed to 14% improvement in key KPIs such as throughput, response time or customer satisfaction.",1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,57,0.44,0.79
CND_104526,Legal_candidate_4526.pdf,Candidate_4526,Legal,Compliance Officer,5,MBA,Law,Tier-2,"Due Diligence, Compliance, Legal Research, Contract Drafting","Azure, AWS","Client Handling, Leadership","Over 5 years delivering solutions in legal, collaborating with cross-functional teams and stakeholders to meet business goals.","Worked on multiple legal initiatives including migrations, enhancements and greenfield builds.",Improved process efficiency by 14% and helped reduce incidents or defects through better practices.,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,54,0.53,0.82
CND_104527,Data Science_candidate_4527.pdf,Candidate_4527,Data Science,Data Scientist,8,Masters,Mathematics,Tier-1,"TensorFlow, Pandas, Machine Learning, NLP","GCP, Azure","Communication, Client Handling","Hands-on data science professional with 8+ years of end-to-end delivery experience spanning design, development, testing and release.","Worked on multiple data science initiatives including migrations, enhancements and greenfield builds.",Improved process efficiency by 23% and helped reduce incidents or defects through better practices.,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,53,0.3,0.58
CND_104528,DevOpsEngineer_4528.pdf,Candidate_4528,IT,DevOps Engineer,4,MBA,Information Technology,Tier-1,"SQL, Java, Docker, Linux","Azure, ServiceNow","Client Handling, Leadership","4+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.",Improved process efficiency by 17% and helped reduce incidents or defects through better practices.,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,53,0.4,0.56
CND_104529,resume_4529_Compliance_Officer.pdf,Candidate_4529,Legal,Compliance Officer,5,Bachelors,Law,Tier-3,"Due Diligence, Legal Research, ContractD rafting, Complianec","Azure, AWS","Communication, Teamwork","Over 5 years delivering solutions in legal, collaborating with cross-functional teams and stakeholders to meet business goals.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.","Contributed to 14% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,59,0.45,0.64
CND_104530,SoftwareEngineer_4530.pdf,Candidate_4530,IT,Software Engineer,8,MBA,Computer Science,Tier-1,"Docker, Python, Java, SQL","GCP, Jira","Problem Solving, Teamwork","Hands-on it professional with 8+ years of end-to-end delivery experience spanning design, development, testing and release.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.","Contributed to 34% improvement in key KPIs such as throughput, response time or customer satisfaction.",1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,54,0.35,0.93
CND_104531,profile_4531.pdf,Candidate_4531,Engineering,Junior Mechanical Engineer,2,LLM,Mechanical Engineering,Tier-2,"SolidWorks, Quality Control, CAD, Manufacturing","GCP, Confluence","Communication, Leadership","Hands-on engineering professional with 2+ years of end-to-end delivery experience spanning design, development, testing and release.","Worked on multiple engineering initiatives including migrations, enhancements and greenfield builds.",Improved process efficiency by 25% and helped reduce incidents or defects through better practices.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.63,0.77
CND_104532,resume_4532_Mechanical_Engineer.pdf,Candidate_4532,Engineering,Mechanical Engineer,9,Masters,Mechanical Engineering,Tier-1,"SolidWorks, Quality Cnotrol, Manufacturing, CAD","GCP, AWS","Leadership, Problem Solving","Over 9 years delivering solutions in engineering, collaborating with cross-functional teams and stakeholders to meet business goals.","Worked on multiple engineering initiatives including migrations, enhancements and greenfield builds.","Contributed to 41% improvement in key KPIs such as throughput, response time or customer satisfaction.",1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,53,0.71,0.83
CND_104533,FullStackDeveloper_4533.pdf,Candidate_4533,IT,Full Stack Developer,5,Bachelors,Information Technology,Tier-2,"AWS, Kubernetes, Java, Git","Confluence, Azure","Client Handling, Problem Solving","Hands-on it professional with 5+ years of end-to-end delivery experience spanning design, development, testing and release.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Supported initiatives that increased team productivity by 32% and reduced rework or delays.,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,55,0.87,0.61
CND_104534,IT_candidate_4534.pdf,Candidate_4534,IT,Junior Software Engineer,1,,Information Technology,Tier-3,"Java, AWS, Python, Linux","Azure, GCP","Teamwork, Leadership","1+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Improved process efficiency by 14% and helped reduce incidents or defects through better practices.,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,55,0.49,0.7
CND_104535,MLEngineer_4535.pdf,Candidate_4535,Data Science,ML Engineer,6,MBA,Statistics,Tier-3,"Machine Learning, Pandas, Power BI, TensorFlow","Confluence, Azure","Communication, Leadership","6+ years of experience in data science roles, working across multiple projects from requirements analysis to deployment and post-production support.","Worked on multiple data science initiatives including migrations, enhancements and greenfield builds.","Contributed to 41% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,57,0.39,0.64
CND_104536,profile_4536.pdf,Candidate_4536,Legal,Litigation Lawyer,5,,Law,Tier-1,"Legal Research, Compliance, Contract Drafting, Due Diligence","Jira, Azure","Teamwork, Problem Solving","Hands-on legal professional with 5+ years of end-to-end delivery experience spanning design, development, testing and release.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.","Contributed to 27% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,59,0.81,0.85
CND_104537,resume_4537_Junior_Software_Engineer.pdf,Candidate_4537,IT,Junior Software Engineer,4,LLM,Computer Science,Tier-2,"Git, Kubernetes, Linux, AWS","Jira, ServiceNow","Problem Solving, Leadership","Hands-on it professional with 4+ years of end-to-end delivery experience spanning design, development, testing and release.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Supported initiatives that increased team productivity by 38% and reduced rework or delays.,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,52,0.5,0.77
CND_104538,HRManager_4538.pdf,Candidate_4538,HR,HR Manager,16,MBA,Human Resources,Tier-3,"Payroll, HR Analytics, Recruitment, HRMS","GCP, Confluence","Leadership, Client Handling","Hands-on hr professional with 16+ years of end-to-end delivery experience spanning design, development, testing and release.","Led implementation of hr projects for enterprise clients, focusing on scalability, stability and performance.",Improved process efficiency by 26% and helped reduce incidents or defects through better practices.,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,54,0.81,0.76
CND_104539,MLEngineer_4539.pdf,Candidate_4539,Data Science,ML Engineer,10,MBA,Mathematics,Tier-1,"TensorFlow, NLP, Pandas, Power BI","Confluence, Jira","Teamwork, Leadership","10+ years of experience in data science roles, working across multiple projects from requirements analysis to deployment and post-production support.","Led implementation of data science projects for enterprise clients, focusing on scalability, stability and performance.",Improved process efficiency by 45% and helped reduce incidents or defects through better practices.,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,58,0.76,0.93
CND_104540,resume_4540_ML_Engineer.pdf,Candidate_4540,Data Science,ML Engineer,8,Masters,Mathematics,Tier-1,"Pandas, Machine Learning, Power BI, TensorFlow","Confluence, Azure","Communication, Leadership","Over 8 years delivering solutions in data science, collaborating with cross-functional teams and stakeholders to meet business goals.","Worked on multiple data science initiatives including migrations, enhancements and greenfield builds.",Supported initiatives that increased team productivity by 25% and reduced rework or delays.,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,53,0.7,0.81
CND_104541,JuniorDataScientist_4541.pdf,Candidate_4541,Data Science,Junior Data Scientist,1,Bachelors,Data Science,Tier-1,"SQL, Power BI, NLP, Machine Learning","Azure, Confluence","Client Handling, Communication","1+ years of experience in data science roles, working across multiple projects from requirements analysis to deployment and post-production support.","Worked on multiple data science initiatives including migrations, enhancements and greenfield builds.",Improved process efficiency by 13% and helped reduce incidents or defects through better practices.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,57,0.73,0.79
CND_104542,resume_4542_Full_Stack_Developer.pdf,Candidate_4542,IT,Full Stack Developer,10,MBA,Information Technology,Tier-1,"Linux, Python, AWS, SQL","Jira, ServiceNow","Communication, Problem Solving","Hands-on it professional with 10+ years of end-to-end delivery experience spanning design, development, testing and release.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.","Contributed to 31% improvement in key KPIs such as throughput, response time or customer satisfaction.",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,51,0.31,0.73
CND_104543,IT_candidate_4543.pdf,Candidate_4543,IT,DevOps Engineer,7,MBA,Computer Science,Tier-1,"Git, Linux, SQL, AWS","Jira, Confluence","Client Handling, Leadership","Hands-on it professional with 7+ years of end-to-end delivery experience spanning design, development, testing and release.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.",Supported initiatives that increased team productivity by 41% and reduced rework or delays.,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,49,0.81,0.87
CND_104544,DevOpsEngineer_4544.pdf,Candidate_4544,IT,DevOps Engineer,7,MBA,Information Technology,Tier-2,"Python, Docker, Kubernetes, SQL","Jira, AWS","Teamwork, Client Handling","7+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.",Improved process efficiency by 12% and helped reduce incidents or defects through better practices.,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,53,0.49,0.82
CND_104545,resume_4545_Software_Engineer.pdf,Candidate_4545,IT,Software Engineer,10,Masters,Computer Science,Tier-2,"SQL, Java, Linux, AWS","Azure, Jira","Problem Solving, Leadership","Over 10 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.","Contributed to 27% improvement in key KPIs such as throughput, response time or customer satisfaction.",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,55,0.33,0.59
CND_104546,resume_4546_Software_Engineer.pdf,Candidate_4546,IT,Software Engineer,8,MBA,Computer Science,Tier-3,"Kuberentes, Python, Docker, Linux","Azure, AWS","Client Handling, Communication","8+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Improved process efficiency by 22% and helped reduce incidents or defects through better practices.,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,56,0.45,0.83
CND_104547,resume_4547_Legal_Associate.pdf,Candidate_4547,Legal,Legal Associate,1,Masters,Law,Tier-2,"Due Diligence, Legal Research, Contract Drafting, Compliance","Jira, GCP","Teamwork, Client Handling","1+ years of experience in legal roles, working across multiple projects from requirements analysis to deployment and post-production support.","Led implementation of legal projects for enterprise clients, focusing on scalability, stability and performance.","Contributed to 26% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,60,0.72,0.92
CND_104548,IT_candidate_4548.pdf,Candidate_4548,IT,Full Stack Developer,7,Masters,,Tier-3,"Kubernetes, Git, Java, Docker","ServiceNow, Jira","Teamwork, Leadership","7+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Improved process efficiency by 45% and helped reduce incidents or defects through better practices.,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,55,0.3,0.81
CND_104549,IT_candidate_4549.pdf,Candidate_4549,IT,Senior Software Engineer,9,,Information Technology,Tier-1,"SQL, Linux, AWS, Python","ServiceNow, Azure","Leadership, Communication","9+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Supported initiatives that increased team productivity by 38% and reduced rework or delays.,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,54,0.66,0.92
CND_104550,profile_4550.pdf,Candidate_4550,IT,Software Engineer,7,MBA,,Tier-3,"AWS, SQL, Lniux, Docker","GCP, AWS","Communication, Problem Solving","7+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.",Supported initiatives that increased team productivity by 36% and reduced rework or delays.,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,52,0.47,0.55
CND_104551,Data Science_candidate_4551.pdf,Candidate_4551,Data Science,Junior Data Scientist,1,LLM,Data Science,Tier-2,"TensorFlow, SQL, Power BI, Python","Jira, Azure","Communication, Teamwork","Hands-on data science professional with 1+ years of end-to-end delivery experience spanning design, development, testing and release.","Led implementation of data science projects for enterprise clients, focusing on scalability, stability and performance.",Improved process efficiency by 11% and helped reduce incidents or defects through better practices.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,55,0.67,0.71
CND_104552,IT_candidate_4552.pdf,Candidate_4552,IT,Junior Software Engineer,4,LLM,Information Technology,Tier-3,"Git, Java, Kubernetes, Docker","Confluence, Azure","Teamwork, Problem Solving","Over 4 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Improved process efficiency by 32% and helped reduce incidents or defects through better practices.,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,56,0.33,0.62
CND_104553,profile_4553.pdf,Candidate_4553,IT,Full Stack Developer,7,LLM,Information Technology,Tier-3,"Linux, Kubernetes, Docker, Java","Jira, AWS","Leadership, Teamwork","Over 7 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.","Contributed to 35% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,54,0.88,0.88
CND_104554,profile_4554.pdf,Candidate_4554,IT,Cloud Engineer,9,Masters,Computer Science,Tier-2,"Kubernetes, Linux, Java, Git","AWS, Azure","Problem Solving, Client Handling","Over 9 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.",Improved process efficiency by 29% and helped reduce incidents or defects through better practices.,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,52,0.71,0.66
CND_104555,profile_4555.pdf,Candidate_4555,HR,HR Executive,3,MBA,Human Resources,Tier-3,"Recruitment, HR Analytics, Payroll, Employee Engagement","ServiceNow, Azure","Client Handling, Leadership","Over 3 years delivering solutions in hr, collaborating with cross-functional teams and stakeholders to meet business goals.","Worked on multiple hr initiatives including migrations, enhancements and greenfield builds.",Supported initiatives that increased team productivity by 25% and reduced rework or delays.,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,52,0.33,0.61
CND_104556,resume_4556_Software_Engineer.pdf,Candidate_4556,IT,Software Engineer,8,,Information Technology,Tier-2,"Python, SQL, Docker, Git","Azure, Confluence","Client Handling, Leadership","Over 8 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.",Supported initiatives that increased team productivity by 18% and reduced rework or delays.,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,50,0.69,0.94
CND_104557,resume_4557_DevOps_Engineer.pdf,Candidate_4557,IT,DevOps Engineer,5,MBA,Information Technology,Tier-2,"Linxu, Java, Docekr, Ptyhon","Azure, AWS","Teamwork, Leadership","5+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Improved process efficiency by 12% and helped reduce incidents or defects through better practices.,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,57,0.34,0.72
CND_104558,IT_candidate_4558.pdf,Candidate_4558,IT,Senior Software Engineer,14,LLM,Information Technology,Tier-2,"SQL, Kubernetes, Docker, AWS","Confluence, GCP","Leadership, Client Handling","14+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.",Improved process efficiency by 32% and helped reduce incidents or defects through better practices.,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,53,0.35,0.79
